Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
001497433,,London,1880,Hurst & Blackett,A modern Greek Heroine. [A novel. By H. Cresswell.],,CRESSWELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001497433,British Library HMNTS 12640.n.5.
001499126,,London,1881,Whitehead,Chronicles of Blackwall Yard. pt. 1,GREEN,WIGRAM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001499126,British Library HMNTS 10349.h.6.
001499422,,London,1884,Macmillan & Co.,The Conquest of England ... Second edition. [Edited by Alice S. Green.],GREEN,GREEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001499422,British Library HMNTS 09504.h.8.
001499448,,Berlin,1889,,J. R. Greens Geschichte des englischen Volkes. Nach der verbesserten Auflage des Englischen von 1888 übersetzt von E. Kirchner. Mit einem Vorwort von A. Stern,GREEN,KIRCHNER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001499448,British Library HMNTS 9503.e.8.
001499731,,Wakefield,1889,W. H. Milnes,The Old Hall at Heath,GREEN,MILNES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001499731,British Library HMNTS 10352.dd.2.
001499745,,London,1737,A. Dodd,The Spleen. An epistle [in verse] inscribed to his particular friend Mr. C. J. ... By the late Mr. M. Green. [Edited by Richard Glover.],GREEN,GLOVER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001499745,British Library HMNTS 992.h.10.(1.)
001499961,,London,1827,,Sketches of the war in Greece,GREEN,GREEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001499961,British Library HMNTS 1053.g.11.
001500310,,London,[1879],Religious Tract Society,Pictures from Bible Lands drawn with pen and pencil. Edited by S. G. G. The illustrations by E. Whymper and other ... artists,GREEN,WHYMPER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001500310,British Library HMNTS 10077.k.3.|British Library HMNTS 10077.k.4.
001502704,,Greenock,1891,J. McKeivie & Sons,Views & Reminiscences of Old Greenock. [With letterpress by A. Williamson.]: Appendix,,WILLIAMSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001502704,British Library HMNTS 10370.i.3.
001503244,,London,1857,,Rain and Rivers; or Hutton and Playfair against Lyell and all comers,GREENWOOD,HUTTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001503244,British Library HMNTS 7107.c.15.
001503245,Second edition.,London,1866,,[Rain and Rivers; or Hutton and Playfair against Lyell and all comers.],GREENWOOD,HUTTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001503245,British Library HMNTS 7108.bb.22.
001503247,,London,1877,,River Terraces. Letters on geological and other subjects. [Edited by C. W. Greenwood. With a memoir of the author by G. G. Greenwood.],GREENWOOD,GREENWOOD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001503247,British Library HMNTS 7108.de.1.
001503410,,London,1864,,Curiosities of Savage Life ... (Second series.) With woodcuts ... by H. S. Melville; ... and coloured illustrations ... by F. W. Keyl,GREENWOOD,KEYL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001503410,British Library HMNTS 10006.cc.42.
001503411,,London,1865,S. O. Beeton,Curiosities of Savage Life ... Third edition. With woodcuts and designs by Harden S. Melville,GREENWOOD,MELVILLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001503411,British Library HMNTS 010006.ff.49.
001503940,,London,1858,,Manual of the Mineralogy of Great Britain and Ireland,GREG,LETTSOM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001503940,British Library HMNTS 7109.b.44.
001504679,,Caen,1867,,Rapports ... sur la bibliographie,GRÉGOIRE,EGGER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001504679,British Library HMNTS 9225.b.20.
001504806,,London,1894,Swan Sonnenschein & Co.,Whose was the Blame? A woman's version of the Kreutzer Sonata,GREGOR,SHEDLOCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001504806,British Library HMNTS 012629.gg.3.
001505126,,Philadelphia,1855,,Corsica: picturesque,GREGOROVIUS,MORRIS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001505126,British Library HMNTS 10130.c.14.
001505127,,Marseille,1878,,Histoire de la Corse depuis les temps les plus reculés jusqu'à son annexion à la France en 1769; tirée des œuvres de F. C. et précédée d'une notice sur cette île par L. Boell: Single Works,GREGOROVIUS,BOELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001505127,British Library HMNTS 9225.k.12.
001505147,,London,1898,Macmillan & Co.,The Emperor Hadrian: a picture of the Graeco-Roman world in his time. ... Translated by Mary E. Robinson. [With a bibliography.]: Single Works,GREGOROVIUS,ROBINSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001505147,British Library HMNTS 9041.m.12.
001505182,,London,1896,T. F. Unwin,The Island of Capri ... Freely translated ... by M. D. Fairbairn: Single Works,GREGOROVIUS,FAIRBAIRN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001505182,British Library HMNTS 10151.bb.13.
001505823,,Königsberg ï. Pr,1876,,Die englische Gregorlegende nach dem Auchinleck MS. mit Anmerkungen und ausführlichem Glossar neu herausgegeben von F. Schulz: Appendix,,SCHULZ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001505823,British Library HMNTS 11621.f.29.
001506408,,London,1819,,Letters from Dr. J. G. in defence of his Essay on the difference of the relation between motive and action,GREGORY,CROMBIE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001506408,British Library HMNTS 528.i.12.
001507282,,Edinburgh,1819,,Report on the statements of the Lord Provost [i.e. K. Mackenzie] and Mr. A. Bruce,GREIG,BRUCE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001507282,British Library HMNTS 10370.c.12.
001507542,,Zalt-Bommel,1874,,Over land en zee. Herinneringen uit mijn verblijf in Indië ... Met een voorbericht van G. H. van Soest,GREINER - M.D,SOEST,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001507542,British Library HMNTS 10058.bbb.1.|British Library OC T 36512
001507827,,Paris,1892,,Les exilés de Bourges,GRELLET-DUMAZEAU,DUREY DE MEINIÈRES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001507827,British Library HMNTS 9226.d.2.
001507868,,London,1807,Effingham Wilson,Dissertation on the Gipseys,GRELLMANN,RAPER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001507868,British Library HMNTS 1424.g.21.
001508122,,Paris,1869,,Boulogne,GRENET,MAHIAS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001508122,British Library HMNTS 10169.f.25.
001508625,,Paris,1899,,Villedieulès-Poëles,GRENTE,HAVARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001508625,British Library HMNTS 010168.h.18.
001509343,,London,1864,,John Greswold. [A novel.] By the author of “Paul Ferroll” [Mrs. A. Clive],GRESWOLD,CLIVE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001509343,British Library HMNTS 12623.aaa.7.
001509645,,Kiel,1844,,Geographie und Geschichte der Herzogthümer Schleswig und Holstein. Mit einem Vorwort von Dr N. Falck,GREVE,FALCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001509645,British Library HMNTS 10250.d.22.
001509795,,London,1633,-82. 1-298. E. P. for H. Seyle,Certaine learned and elegant workes of the Right Honourable Fulke,GREVILLE,GROSART,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001509795,British Library HMNTS 644.i.88.|British Library HMNTS Cup.407.a.90.|British Library HMNTS 78.g.40.|British Library HMNTS G.11602.
001510188,,Coventry,1818?],,G. F.'s Coventry. [An account of the fraternity of G. F. in Coventry. By T. Sharp.],,SHARP,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001510188,British Library HMNTS 10358.h.19.(6.)
001510950,,London,1752,C. Norris,Critical,GREY,BACON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001510950,British Library HMNTS 1077.k.47.|British Library HMNTS 11626.d.5.|British Library HMNTS G.18931.
001511196,,London,1860,Smith,Greymore,,CHURCH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001511196,British Library HMNTS 12634.f.5.
001512492,,Stuttgart,1841-43,,Universal-Lexicon von Württemberg,GRIESINGER,PFAFF,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001512492,British Library HMNTS 10240.i.20.
001512787,,London,1867,Bell & Daldy,The Adventures of a Griffin on a voyage of discovery. Written by himself. [By Harden S. Melville. With illustrations.],,MELVILLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001512787,British Library HMNTS 10027.cc.17.
001513427,,Dublin,[1787.],,Miscellaneous tracts,GRIFFITH,COLTHURST,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001513427,British Library HMNTS 12273.bbb.8.
001513821,,London,1845,,A Journey across the Desert,GRIFFITH,GRIFFITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001513821,British Library HMNTS 1426.c.7.
001514272,,London,[1874.],,Eleanor,GRIFFITHS,COLLINS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001514272,British Library HMNTS 11652.g.34.
001515216,,С.-Петербургъ,1876,,Россія и Азія. Сборникъ изслѣдованій и статей по исторіи,GRIGOR'EV,Lerkh,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001515216,British Library HMNTS 9455.g.4.
001516212,,London,1896,Kegan Paul & Co.,The Deer Forests of Scotland ... Illustrated (by A. Thorburn),GRIMBLE,THORBURN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001516212,British Library HMNTS 10369.l.14.
001516239,,London,1872,Tinsley Bros.,Baron Grimbosh,,MACKAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001516239,British Library HMNTS 12638.i.10.
001518897,,Philadelphia,1845,,The Poets and Poetry of England in the nineteenth century. Second edition,GRISWOLD,STODDARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001518897,British Library HMNTS 1465.i.9.
001519501,,London,1880,W. H. Allen & Co.,Colonel Grodekoff's Ride from Samarcand to Herat ... [Translated] by C. Marvin,GRODEKOV,MARVIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001519501,British Library HMNTS 10058.bb.18.|British Library OC T 4796
001520594,,Braunschweig,1850,,Briefe über Nord-Amerika und Mexiko und den zwischen beiden geführten Krieg,GRONE,GRONE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001520594,British Library HMNTS 10480.d.18.
001520857,,Boston [Mass.],1888,Lee & Shepard,Ça ira! or Danton in the French Revolution. A study,GRONLUND,DANTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001520857,British Library HMNTS 9226.bbb.6.
001522141,,Paris,1888],,Paul Soleillet en Afrique ... Illustrations,GROS,SOLEILLET,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001522141,British Library HMNTS 10097.e.20.
001523982,,London,1877,,The Wreck of the “Grosvenor.” An account of the Mutiny of the Crew and the Loss of the Ship,,RUSSELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001523982,British Library HMNTS 12625.i.5.
001524189,,Санктпетербург,,,Матеріалы для исторіи Пугачевскаго бунта. Бумаги Кара и Бибикова ... Приложеніе к 1-му тому Записок Имп. Академіи Наук No. 4: Single Works,GROT,PUGACHEV,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001524189,British Library HMNTS 9455.de.29.(4.)
001524267,,London,1873,,The Minor Works of George Grote. With critical remarks on his intellectual character,GROTE,BAIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001524267,British Library HMNTS 012272.g.3.
001524273,,London,1854-57,,History of Greece. ... (With portrait,GROTE,GROTE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001524273,British Library HMNTS 9025.f.
001524276,Fourth edition ... With portrait,London,1872,,[History of Greece. ... (With portrait,GROTE,G.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001524276,British Library HMNTS 9027.ee.1.
001524751,,Groton,1880,,The early records of Groton,,GREEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001524751,British Library HMNTS 10412.ff.20.
001524756,,Groton,1879,,The town records of Groton,,GREEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001524756,British Library HMNTS 10409.e.17.(3.)
001525678,,London,1832,J. Nisbet,Journal of a residence at Bagdad,GROVES,SCOTT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001525678,British Library HMNTS 790.d.8.|British Library HMNTS G.15711.
001525813,,London; Edinburgh [printed],1886 [1885],Griffith,A soldier born,GROVES,PEARCE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001525813,British Library HMNTS 12641.aaa.36.
001526228,,London,1880,Griffith & Farran,Heroes of history and legend ... Translated from the German (of the second part of Grube's “Charakterbilder aus der Geschichte und Sage”) by J. L. Shadwell,GRUBE,SHADWELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001526228,British Library HMNTS 9004.g.7.
001526229,New ... edition.,London,[1882],Griffith & Farran,[Heroes of history and legend ... Translated from the German (of the second part of Grube's “Charakterbilder aus der Geschichte und Sage”) by J. L. Shadwell.],GRUBE,SHADWELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001526229,British Library HMNTS 9004.g.15.
001528137,,London,1864 [1863],,The Great Grundy Romance: a true tale of a cathedral city. With illustrations by J. B. Smith,,SMITH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001528137,British Library HMNTS 12631.bb.11.
001528326,,Berlin,1862,,Geschichte Polens nach Chodźko's Vorgange frei bearbeitet,GRUNER - Dr. Phil,CHODŹKO,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001528326,British Library HMNTS 9455.bb.38.
001529524,,Lyon,1862,,Notes rectificatives de l'ouvrage de M. Bedin sur le fief de Prony. [Signed L...s G...s. i.e. Louis Gros.],G...S,BEDIN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001529524,British Library HMNTS 10170.h.30.(2.)
001529621,,London,1881,Blackie & Son,Switzerland: its scenery and people. Pictorially represented by ... Swiss and German artists. With historical and descriptive text,GSELL-FELS,CHISHOLM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001529621,British Library HMNTS 1787.c.9.|British Library HMNTS 10195.g.24.
001529657,,London,1699,John Nutt,The Dispensary ... The third edition,,GARTH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001529657,British Library HMNTS 991.k.25.|British Library HMNTS 11633.e.17.|British Library HMNTS 993.a.56.
001529659,,London,1703,John Nutt,The Dispensary ... The fifth edition. MS. notes,,GARTH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001529659,British Library HMNTS 991.k.27.|British Library HMNTS 991.k.26.|British Library HMNTS 1486.aaa.27.
001529852,,Carpi,1874,,Della città e del comune di Carpi. Cenni statistici e storici. [Edited by Policarpo Guaitoli.],GUÀITOLI,GUAITOLI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001529852,British Library HMNTS 10151.f.3.
001530656,,London,1648,R. Raworth,Il Pastor Fido. The faithfull Shepheard. [Translated from the Italian of Guarini.] With an addition of divers other Poems,GUARINI,CROSS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001530656,British Library HMNTS 1063.g.32.|British Library HMNTS 79.d.15.|British Library HMNTS 643.d.81.|British Library HMNTS E.517.
001530918,,Torino,1894-97,,Cronaca Alessandrina ... pubblicata da A. Civalieri-Inviziati,GUASCO,CIVALIERI-INVIZIATI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001530918,British Library HMNTS 10130.i.10.
001530943,,Firenze,1886,,Relazione della storia d'Inghilterra del MDCXLVII.,GUASCONI,GARGANI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001530943,British Library HMNTS 9512.f.6.|British Library HMNTS 9004.l.15.(2.)
001533658,,Paris,1892,,La Khroumirie et sa colonisation. (Tunisie.),GUÉRARD,BOUTINEAU,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001533658,British Library HMNTS 10095.g.7.
001533787,,Magdeburg,1860,,Geschichte der Belagerung,Guericke,HOFFMANN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001533787,British Library HMNTS 10231.g.14.
001535108,,London,[1891],Dean & Son,How French Soldiers fared in German Prisons ... Edited [or rather translated] by Henry Hayward,GUERS,HAYWARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001535108,British Library HMNTS 9080.cc.6.
001535493,,Vannes,1893,,Origines de la Martinique. Le colonel François de Collart et la Martinique de son temps. Colonisation,GUËT,COLLART,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001535493,British Library HMNTS 9772.dd.10.
001536828,,Dieppe,1878,,Bibliothèque Dieppoise. Mémoires pour servir à l'histoire de la ville de Dieppe,GUIBERT,HARDY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001536828,British Library HMNTS 10174.f.10.
001537034,,Antwerpen,1854,,Beschryving van Antwerpen Mechelen,GUICCIARDINI,KIEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001537034,British Library HMNTS 10271.d.3.
001537076,,Paris,1834,,Le Sermon de Guichard de Beaulieu publié pour le première fois d'après le manuscrit unique de la Bibliothèque du Roi [par A. Jubinal]. G.L,,JUBINAL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001537076,British Library HMNTS 1466.g.29.(4.)|British Library HMNTS 11475.g.44.(2.)
001537775,,Bologna,1868-73,,Cose notabili della città di Bologna,GUIDICINI,GUIDICINI,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001537775,British Library HMNTS 10131.i.1.
001538375,,Paris,1889,,La République Argentine,GUILAINE,GAUTIER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001538375,British Library HMNTS 10481.d.32.
001538472,,London,1803,,The Wife of Two Husbands,GUILBERT DE PIXÉRÉCOURT,COBB,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001538472,British Library HMNTS 11779.g.44.
001539168,,London,1816,,Memoirs of the Ionian Islands ... including the life and character of Ali Pacha the present Ruler of Greece ... Translated from the Original inedited MS. by W. Walton,GUILLAUME DE VAUDONCOURT,WALTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001539168,British Library HMNTS 1299.c.21.
